from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
108	108	MN3_9279089	MN3_9279089	1	9279090	9279090	chr3	0.959831009117347	0.131	1
109	109	MN3_9342356	MN3_9342356	1	9342358	9342358	chr3	0.995738187884726	0.116	1
110	110	MN3_9547648	MN3_9547648	1	9547647	9547647	chr3	1.05177837726045	0.101	1
111	111	MASC01287	MASC01287	1	9724200	9724200	chr3	1.02653371173355	0.1	1
112	112	MN3_9747529	MN3_9747529	1	9747531	9747531	chr3	1.11477749712365	0.088	0.999
113	113	MASC01390	MASC01390	1	9829261	9829261	chr3	1.07769347454350	0.096	1
114	114	MASC04523	MASC04523	1	9944728	9944728	chr3	1.16944558251701	0.082	0.996
115	115	MN3_10055595	MN3_10055595	1	10055596	10055596	chr3	1.17888205695515	0.078	0.996
116	116	MN3_10142705	MN3_10142705	1	10142707	10142707	chr3	1.07013396428463	0.098	1
117	117	MASC01072	MASC01072	1	10143128	10143128	chr3	1.05715455219059	0.097	1
118	118	MASC01048	MASC01048	1	10326201	10326201	chr3	1.13290047903707	0.079	0.999
119	119	MN3_10363610	MN3_10363610	1	10363612	10363612	chr3	1.32300840225793	0.051	0.981
120	120	MN3_10382169	MN3_10382169	1	10382170	10382170	chr3	1.22807831691487	0.06	0.991
121	121	MN3_10382626	MN3_10382626	1	10382627	10382627	chr3	0.963082154538538	0.127	1
122	122	MASC02770	MASC02770	1	10625652	10625652	chr3	0.816100535993608	0.179	1
123	123	MN3_10790631	MN3_10790631	1	10790633	10790633	chr3	0.99022262469292	0.123	1
124	124	MN3_10790732	MN3_10790732	1	10790733	10790733	chr3	0.785074761720337	0.183	1
125	125	MASC01098	MASC01098	1	10970472	10970472	chr3	0.831385491513828	0.162	1
126	126	NMSNP3_10995664	NMSNP3_10995664	1	NA	NA	chr3	0.74217385104273	0.202	1
127	127	MN3_11097848	MN3_11097848	1	11097850	11097850	chr3	0.634257340419479	0.252	1
128	128	MN3_11190184	MN3_11190184	1	11190185	11190185	chr3	0.559576295906906	0.291	1
129	129	MN3_11192189	MN3_11192189	1	11192191	11192191	chr3	0.456459124755953	0.363	1
130	130	MN3_11293349	MN3_11293349	1	11293350	11293350	chr3	0.501738407727375	0.335	1
131	131	MN3_11398208	MN3_11398208	1	11398208	11398208	chr3	0.541807879901957	0.308	1
132	132	MASC04519	MASC04519	1	11543094	11543094	chr3	0.565104673861335	0.297	1
133	133	SGCSNP4309	SGCSNP4309	1	11675966	11675966	chr3	0.560052421419332	0.298	1
134	134	MASC02222	MASC02222	1	11979975	11979975	chr3	0.67396807462722	0.24	1
135	135	MN3_12044914	MN3_12044914	1	12044913	12044913	chr3	0.657975009887814	0.241	1
136	136	MN3_12348963	MN3_12348963	1	12348964	12348964	chr3	0.68321763619238	0.221	1
137	137	MASC04262	MASC04262	1	12491867	12491867	chr3	0.707693482227169	0.204	1
138	138	NMSNP3_12647157	NMSNP3_12647157	1	NA	NA	chr3	0.728073752447149	0.205	1
139	139	NMSNP3_12647572	NMSNP3_12647572	1	NA	NA	chr3	0.679751928046772	0.232	1
140	140	MN3_13148284	MN3_13148284	1	13148285	13148285	chr3	0.696870029599283	0.219	1
141	141	MASC07409	MASC07409	1	14239679	14239679	chr3	0.895545335248286	0.144	1
142	142	MASC05049	MASC05049	1	14315654	14315654	chr3	0.976176539229327	0.118	1
143	143	NMSNP3_14333132	NMSNP3_14333132	1	NA	NA	chr3	1.02660447296155	0.106	1
144	144	NMSNP3_14333216	NMSNP3_14333216	1	NA	NA	chr3	0.74102362294102	0.199	1
145	145	NMSNP3_15028196	NMSNP3_15028196	1	NA	NA	chr3	0.878984338895305	0.136	1
146	146	MN3_15233489	MN3_15233489	1	15233484	15233484	chr3	0.947914152768608	0.117	1
147	147	MN3_15328754	MN3_15328754	1	15328755	15328755	chr3	0.976565766175834	0.112	1
148	148	MN3_15679400	MN3_15679400	1	15679402	15679402	chr3	0.977540155829324	0.113	1
149	149	MN3_15679799	MN3_15679799	1	15679797	15679797	chr3	0.835834960358179	0.157	1
150	150	MN3_15771965	MN3_15771965	1	15771945	15771945	chr3	0.972176477556506	0.113	1
151	151	MN3_15880080	MN3_15880080	1	15880081	15880081	chr3	1.15619069580602	0.073	0.997
152	152	MN3_15977654	MN3_15977654	1	15977622	15977622	chr3	1.26072373306127	0.062	0.99
153	153	MASC04630	MASC04630	1	15996748	15996748	chr3	1.43161086362857	0.044	0.96
154	154	MASC07090	MASC07090	1	16174869	16174869	chr3	1.35062211144282	0.048	0.978
155	155	MN3_16176877	MN3_16176877	1	16176879	16176879	chr3	1.27918844945578	0.062	0.989
156	156	MASC05163	MASC05163	1	16359177	16359177	chr3	1.38854415304890	0.052	0.97
157	157	MN3_16489672	MN3_16489672	1	16489674	16489674	chr3	1.51132987506004	0.035	0.924
158	158	NMSNP3_16553703	NMSNP3_16553703	1	NA	NA	chr3	1.54380584129506	0.031	0.915
159	159	MN3_16608234	MN3_16608234	1	16608235	16608235	chr3	1.53599390549380	0.036	0.917
160	160	MN3_16608317	MN3_16608317	1	16608319	16608319	chr3	1.63928613907610	0.029	0.875
161	161	MN3_16608615	MN3_16608615	1	16608592	16608592	chr3	1.48746686060952	0.038	0.934
162	162	MASC01148	MASC01148	1	16633499	16633499	chr3	1.52264318699319	0.034	0.92
163	163	PERL0600049	PERL0600049	1	16676777	16676777	chr3	1.48171335012681	0.039	0.938
164	164	MN3_16676939	MN3_16676939	1	16676941	16676941	chr3	1.59591830621831	0.029	0.899
165	165	PERL0600074	PERL0600074	1	16677685	16677685	chr3	2.26307945793408	0.01	0.516
166	166	MN3_17166362	MN3_17166362	1	17166363	17166363	chr3	3.32115342597104	0.002	0.097
167	167	NMSNP3_17381469	NMSNP3_17381469	1	NA	NA	chr3	3.50160282755767	0.002	0.075
168	168	MASC00948	MASC00948	1	17432692	17432692	chr3	4.07406479157004	0.001	0.021
169	169	MASC07256	MASC07256	1	17449004	17449004	chr3	4.19240201460063	0	0.016
170	170	MASC03166	MASC03166	1	17585068	17585068	chr3	4.32753049797493	0	0.01
171	171	MASC03175	MASC03175	1	17585344	17585344	chr3	4.2942687451279	0	0.011
172	172	MASC09041	MASC09041	1	17648410	17648410	chr3	4.017936434037	0	0.023
173	173	MASC07226	MASC07226	1	17650538	17650538	chr3	4.02061941594616	0	0.023
174	174	MN3_17766901	MN3_17766901	1	17766901	17766901	chr3	3.76996340700261	0	0.041
175	175	MN3_17767232	MN3_17767232	1	17767234	17767234	chr3	3.82984728611426	0	0.035
176	176	NMSNP3_17882342	NMSNP3_17882342	1	NA	NA	chr3	3.92555697253886	0	0.028
177	177	SGCSNP6012	SGCSNP6012	1	18110523	18110523	chr3	3.71244255522478	0	0.046
178	178	BKN7185	BKN7185	1	18274517	18274517	chr3	3.63936884370483	0	0.055
179	179	NMSNP3_18379643	NMSNP3_18379643	1	NA	NA	chr3	3.61716812977483	0	0.057
180	180	NMSNP3_18379818	NMSNP3_18379818	1	NA	NA	chr3	3.75520757851034	0	0.044
181	181	RAX3_419	RAX3_419	1	18439865	18439865	chr3	3.71896778871542	0	0.046
182	182	MN3_18510255	MN3_18510255	1	18510256	18510256	chr3	3.5028888888544	0.002	0.075
183	183	MASC03176	MASC03176	1	18512197	18512197	chr3	3.76935837156987	0	0.041
184	184	MASC09224	MASC09224	1	18512452	18512452	chr3	3.92034106170539	0	0.028
185	185	MN3_18590814	MN3_18590814	1	18590816	18590816	chr3	4.29826413065526	0	0.011
186	186	MASC01820	MASC01820	1	18903208	18903208	chr3	4.42242260292195	0	0.008
187	187	MASC02769	MASC02769	1	18980147	18980147	chr3	4.23153357119312	0	0.013
188	188	NMSNP3_18980664	NMSNP3_18980664	1	NA	NA	chr3	4.14564209160448	0	0.018
189	189	MN3_19077245	MN3_19077245	1	19077246	19077246	chr3	4.18941767105712	0	0.016
190	190	MN3_19179085	MN3_19179085	1	19179084	19179084	chr3	4.2259795110368	0	0.013
191	191	MN3_19283177	MN3_19283177	1	19283178	19283178	chr3	3.99133341851412	0	0.025
192	192	MN3_19533632	MN3_19533632	1	19533633	19533633	chr3	3.80755064408618	0.001	0.037
193	193	NMSNP3_19627883	NMSNP3_19627883	1	NA	NA	chr3	3.63613337518503	0.001	0.056
194	194	MASC02507	MASC02507	1	19691513	19691513	chr3	3.68001319915972	0.001	0.051
195	195	MN3_19725553	MN3_19725553	1	19725555	19725555	chr3	3.39968534031452	0.001	0.086
196	196	MASC04031	MASC04031	1	19809333	19809333	chr3	3.36031400432121	0.002	0.091
197	197	MASC01006	MASC01006	1	19816305	19816305	chr3	3.367359246269	0.002	0.091
198	198	MN3_19831791	MN3_19831791	1	19831792	19831792	chr3	3.52128986992125	0.001	0.071
199	199	NMSNP3_19831941	NMSNP3_19831941	1	NA	NA	chr3	3.46497580221879	0.001	0.077
200	200	MASC03218	MASC03218	1	19875942	19875942	chr3	3.36916095101376	0.001	0.091
201	201	MASC04039	MASC04039	1	19910715	19910715	chr3	3.03224823822569	0.003	0.152
202	202	MASC07178	MASC07178	1	19924816	19924816	chr3	2.87674712488734	0.004	0.201
203	203	MN3_20027994	MN3_20027994	1	20027995	20027995	chr3	2.85141170866431	0.005	0.208
204	204	MN3_20028297	MN3_20028297	1	20028298	20028298	chr3	2.69100738093920	0.005	0.285
205	205	MASC04671	MASC04671	1	20137867	20137867	chr3	2.65631750807719	0.005	0.305
206	206	AMP1_458	AMP1_458	1	20267916	20267916	chr3	2.3386821405966	0.006	0.465
207	207	MASC04739	MASC04739	1	20398532	20398532	chr3	1.59007849004984	0.032	0.899
208	208	MN3_20428407	MN3_20428407	1	20428408	20428408	chr3	1.41476440218975	0.051	0.965
209	209	MASC04749	MASC04749	1	20441612	20441612	chr3	2.21122819791995	0.007	0.545
210	210	MASC00009	MASC00009	1	20561540	20561540	chr3	2.14402476496634	0.007	0.584
211	211	MASC00010	MASC00010	1	20576878	20576878	chr3	2.39597669778214	0.006	0.441
212	212	MN3_20607883	MN3_20607883	1	20607884	20607884	chr3	2.33909847386001	0.005	0.464
213	213	MASC07261	MASC07261	1	20710847	20710847	chr3	2.39578346294636	0.005	0.441
214	214	MN3_20728619	MN3_20728619	1	20728620	20728620	chr3	2.09976950698518	0.006	0.603
215	215	MASC00020	MASC00020	1	20809341	20809341	chr3	2.04038750526199	0.011	0.634
216	216	MN3_20828994	MN3_20828994	1	20828994	20828994	chr3	1.96397105967766	0.014	0.683
217	217	MASC00028	MASC00028	1	20874551	20874551	chr3	1.98925825928681	0.013	0.672
218	218	NMSNP3_21034379	NMSNP3_21034379	1	NA	NA	chr3	2.02162778891623	0.013	0.649
219	219	MN3_21127619	MN3_21127619	1	21127620	21127620	chr3	2.05230222326687	0.012	0.628
220	220	NMSNP3_21230086	NMSNP3_21230086	1	NA	NA	chr3	2.10295135885591	0.01	0.601
221	221	MN3_21230323	MN3_21230323	1	21230325	21230325	chr3	2.14266000520497	0.011	0.584
222	222	MN3_21309453	MN3_21309453	1	21309453	21309453	chr3	2.17016144620669	0.009	0.567
223	223	MN3_21528561	MN3_21528561	1	21528562	21528562	chr3	2.1436059431768	0.01	0.584
224	224	MN3_21632898	MN3_21632898	1	21632898	21632898	chr3	2.31935931262141	0.009	0.483
225	225	MASC02322	MASC02322	1	21719525	21719525	chr3	2.13201325537607	0.012	0.589
226	226	MN3_21728318	MN3_21728318	1	21728319	21728319	chr3	2.23980962249857	0.01	0.529
227	227	MASC02321	MASC02321	1	21784244	21784244	chr3	2.31266612067271	0.009	0.486
228	228	MN3_21927565	MN3_21927565	1	21927566	21927566	chr3	2.31161618322874	0.009	0.486
229	229	NMSNP3_21989468	NMSNP3_21989468	1	NA	NA	chr3	2.34265440257194	0.009	0.464
230	230	ARGOS_479	ARGOS_479	1	22141418	22141418	chr3	2.48361721492962	0.007	0.381
231	231	MN3_22146586	MN3_22146586	1	22146586	22146586	chr3	2.37569422549591	0.009	0.449
232	232	MN3_22230240	MN3_22230240	1	22230241	22230241	chr3	2.34258336266907	0.009	0.464
233	233	MN3_22316041	MN3_22316041	1	22316042	22316042	chr3	2.32921791362634	0.009	0.475
234	234	MN3_22370904	MN3_22370904	1	22370905	22370905	chr3	2.29215380337516	0.011	0.498
235	235	NMSNP3_22617260	NMSNP3_22617260	1	NA	NA	chr3	2.3502242557904	0.008	0.459
236	236	MASC04925	MASC04925	1	22638888	22638888	chr3	2.34001106392582	0.009	0.464
237	237	NMSNP3_22678932	NMSNP3_22678932	1	NA	NA	chr3	2.47327521713891	0.008	0.386
238	238	MASC03109	MASC03109	1	22695710	22695710	chr3	2.33226953320743	0.009	0.472
239	239	MN3_22787640	MN3_22787640	1	22787635	22787635	chr3	2.19093481463344	0.013	0.559
240	240	MN3_22843506	MN3_22843506	1	22843507	22843507	chr3	2.12683317409626	0.015	0.594
241	241	MN3_23054119	MN3_23054119	1	23054120	23054120	chr3	2.11633613410664	0.015	0.597
242	242	MN3_23099266	MN3_23099266	1	23099267	23099267	chr3	1.9681988158367	0.018	0.679
243	243	MN3_23260905	MN3_23260905	1	23260906	23260906	chr3	1.85059564979502	0.021	0.759
244	244	GAr3_248	GAr3_248	1	23299671	23299671	chr3	1.79462323894507	0.023	0.795
245	245	GAr3_390	GAr3_390	1	23299813	23299813	chr3	1.71458339785637	0.025	0.843
246	246	GAr3_949	GAr3_949	1	23299945	23299945	chr3	1.81385435361990	0.022	0.782
247	247	GAr3_1381	GAr3_1381	1	23300340	23300340	chr3	1.80023272969834	0.022	0.792
248	248	GAr3_2130	GAr3_2130	1	23301035	23301035	chr3	1.80745106095762	0.022	0.787
249	249	GAr3_3160	GAr3_3160	1	23302065	23302065	chr3	1.80750435959902	0.022	0.787
250	250	GAr3_3658	GAr3_3658	1	23302562	23302562	chr3	1.88460439098393	0.02	0.741
1	1	MN4_48812OK	MN4_48812OK	1	48814	48814	chr4	2.02214912828934	0.012	0.649
2	2	MN4_142943	MN4_142943	1	142944	142944	chr4	2.07999819176379	0.012	0.613
3	3	MN4_241821	MN4_241821	1	241822	241822	chr4	2.13473318296839	0.007	0.588
4	4	FRI_725	FRI_725	1	269261	269261	chr4	2.00088046618942	0.008	0.661
5	5	FRI_927	FRI_927	1	269463	269463	chr4	2.03948861660623	0.008	0.634
6	6	NMSNP4_270272	NMSNP4_270272	1	NA	NA	chr4	2.04952391087149	0.008	0.629
7	7	FRI_1888	FRI_1888	1	270408	270408	chr4	2.04669972201142	0.006	0.63
8	8	FRI_2343	FRI_2343	1	270863	270863	chr4	2.27723685975658	0.005	0.508
9	9	MASC04123	MASC04123	1	301330	301330	chr4	2.4329509975803	0.004	0.417
10	10	MN4_428535	MN4_428535	1	428536	428536	chr4	2.32145625171290	0.003	0.482
11	11	MN4_428737	MN4_428737	1	428738	428738	chr4	2.62805189194118	0.004	0.315
12	12	MN4_541323	MN4_541323	1	541324	541324	chr4	2.58794888051405	0.004	0.329
13	13	MASC02680	MASC02680	1	701441	701441	chr4	2.33558269058672	0.004	0.469
14	14	MASC04651	MASC04651	1	903544	903544	chr4	2.13750611982868	0.005	0.586
15	15	MASC02790	MASC02790	1	903868	903868	chr4	2.23265242942634	0.003	0.532
16	16	MASC02819	MASC02819	1	1004423	1004423	chr4	2.07555961789276	0.004	0.618
17	17	MASC05116	MASC05116	1	1004604	1004604	chr4	2.03918610837372	0.003	0.635
18	18	MN4_1055425	MN4_1055425	1	1055427	1055427	chr4	1.86352522524251	0.006	0.753
19	19	MASC04725	MASC04725	1	1092492	1092492	chr4	1.82758618994752	0.008	0.771
20	20	MASC04658	MASC04658	1	1104485	1104485	chr4	1.73652076695831	0.013	0.828
21	21	LD_5903	LD_5903	1	1123101	1123101	chr4	1.72721682597209	0.015	0.831
22	22	LD_5094	LD_5094	1	1123898	1123898	chr4	1.76783879504035	0.013	0.81
23	23	LD_3166	LD_3166	1	1125814	1125814	chr4	1.79560788544304	0.011	0.795
24	24	LD_258	LD_258	1	1128721	1128721	chr4	1.85538736697093	0.007	0.756
25	25	AXR6_733	AXR6_733	1	1132455	1132455	chr4	1.97796711119174	0.006	0.676
26	26	GA1_8429	GA1_8429	1	1237937	1237937	chr4	1.9614113314027	0.009	0.684
27	27	GA1_7845	GA1_7845	1	1238521	1238521	chr4	1.96408041506336	0.01	0.683
28	28	GA1_7762	GA1_7762	1	1238604	1238604	chr4	1.95665834509796	0.008	0.687
29	29	GA1_5420	GA1_5420	1	1240901	1240901	chr4	1.97668823082730	0.006	0.677
30	30	GA1_4586	GA1_4586	1	1241728	1241728	chr4	1.99438681703308	0.008	0.67
31	31	GA1_3232	GA1_3232	1	1243081	1243081	chr4	2.11591062639780	0.007	0.597
32	32	GA1_2963	GA1_2963	1	1243350	1243350	chr4	1.81458566494147	0.01	0.782
33	33	GA1_1502	GA1_1502	1	1244802	1244802	chr4	2.48488931523733	0.003	0.38
34	34	MN4_1553589	MN4_1553589	1	1553590	1553590	chr4	2.14493532618145	0.005	0.584
35	35	NMSNP4_1585200	NMSNP4_1585200	1	NA	NA	chr4	2.27203208479627	0.003	0.51
36	36	MN4_1613365	MN4_1613365	1	1613367	1613367	chr4	3.15751620879321	0.001	0.13
37	37	MASC02074	MASC02074	1	1932249	1932249	chr4	3.45894957357191	0.001	0.079
38	38	NMSNP4_2133049	NMSNP4_2133049	1	NA	NA	chr4	3.81559157550211	0	0.036
39	39	MN4_2241604	MN4_2241604	1	2241601	2241601	chr4	3.72063505670641	0.001	0.046
40	40	MN4_2441131	MN4_2441131	1	2441129	2441129	chr4	3.73518357685024	0	0.045
41	41	MASC04881	MASC04881	1	2502451	2502451	chr4	3.76394552387835	0	0.041
42	42	NMSNP4_2510397	NMSNP4_2510397	1	NA	NA	chr4	3.69142082305994	0.001	0.051
43	43	MASC07280	MASC07280	1	2588285	2588285	chr4	3.47350038337450	0.001	0.076
44	44	MASC07337	MASC07337	1	2593762	2593762	chr4	2.94034355328908	0.001	0.181
45	45	MASC07341	MASC07341	1	2671984	2671984	chr4	2.68774579279515	0.002	0.287
46	46	MASC03328	MASC03328	1	2695394	2695394	chr4	2.66761928699554	0.002	0.297
47	47	MASC04894	MASC04894	1	2803491	2803491	chr4	2.72771805474597	0.002	0.263
48	48	MASC04117	MASC04117	1	2902406	2902406	chr4	2.75162535001525	0.002	0.255
49	49	MASC09225	MASC09225	1	2907156	2907156	chr4	2.85081960661366	0.001	0.209
50	50	MASC03713	MASC03713	1	3001615	3001615	chr4	2.82221886812932	0.001	0.227
51	51	NMSNP4_3006988	NMSNP4_3006988	1	NA	NA	chr4	2.81834101686183	0.001	0.228
52	52	PERL0692204	PERL0692204	1	3129540	3129540	chr4	2.72899196240311	0.001	0.263
53	53	PERL0695439	PERL0695439	1	3535624	3535624	chr4	2.78986954898856	0.001	0.243
54	54	PERL0697342	PERL0697342	1	3781190	3781190	chr4	2.79428295539391	0.001	0.241
55	55	PERL0699005	PERL0699005	1	3924073	3924073	chr4	2.80210427065477	0.001	0.238
56	56	PERL0700458	PERL0700458	1	4197468	4197468	chr4	2.80909588437503	0.001	0.235
57	57	PERL0701286	PERL0701286	1	4253904	4253904	chr4	2.91082655480512	0.001	0.19
58	58	NMSNP4_4803012	NMSNP4_4803012	1	NA	NA	chr4	2.74128947996158	0.001	0.258
59	59	MN4_4933868	MN4_4933868	1	4933870	4933870	chr4	3.18395877400881	0.001	0.123
60	60	MASC04672	MASC04672	1	5188623	5188623	chr4	3.24674124727844	0.001	0.111
61	61	MASC05102	MASC05102	1	5289624	5289624	chr4	3.08002511956041	0.001	0.144
62	62	MN4_5291400	MN4_5291400	1	5291402	5291402	chr4	3.1214011800343	0.002	0.14
63	63	CRY1_1112	CRY1_1112	1	5724251	5724251	chr4	3.38989104915876	0.001	0.088
64	64	MN4_5775707	MN4_5775707	1	5775708	5775708	chr4	4.09400820078972	0	0.02
65	65	MASC05017	MASC05017	1	6090874	6090874	chr4	3.48544171007625	0	0.076
66	66	MASC02654	MASC02654	1	6120458	6120458	chr4	4.00877911015347	0	0.024
67	67	MASC05208	MASC05208	1	6523084	6523084	chr4	3.60952209313477	0	0.057
68	68	MASC00122	MASC00122	1	6698814	6698814	chr4	3.80912623230522	0	0.036
69	69	NMSNP4_6781435	NMSNP4_6781435	1	NA	NA	chr4	4.17976878514870	0	0.016
70	70	MN4_6924080	MN4_6924080	1	6924082	6924082	chr4	4.74810770640976	0	0.005
71	71	NMSNP4_7045721	NMSNP4_7045721	1	NA	NA	chr4	4.91512197526395	0	0.005
72	72	MN4_7177248	MN4_7177248	1	7177247	7177247	chr4	4.58221145231247	0	0.005
73	73	MASC00093	MASC00093	1	7177635	7177635	chr4	5.34459482906371	0	0.003
74	74	MASC07316	MASC07316	1	7185492	7185492	chr4	5.28481303156801	0	0.003
75	75	MASC00094	MASC00094	1	7215383	7215383	chr4	5.28140126594155	0	0.003
76	76	NMSNP4_7448732	NMSNP4_7448732	1	NA	NA	chr4	5.3810001293576	0	0.003
77	77	MN4_7858241	MN4_7858241	1	7858243	7858243	chr4	5.18912239347387	0	0.003
78	78	MASC03250	MASC03250	1	8048339	8048339	chr4	4.65237295727713	0	0.005
79	79	MN4_8078648	MN4_8078648	1	8078649	8078649	chr4	4.54077213576845	0	0.005
80	80	MN4_8177683	MN4_8177683	1	8177684	8177684	chr4	5.05900466797046	0	0.004
81	81	NMSNP4_8482327	NMSNP4_8482327	1	NA	NA	chr4	5.11293893350513	0	0.003
82	82	MN4_8789187	MN4_8789187	1	8789188	8789188	chr4	5.33782304249904	0	0.003
83	83	NMSNP4_8876711	NMSNP4_8876711	1	NA	NA	chr4	5.66092625429212	0	0.002
84	84	MN4_8957775	MN4_8957775	1	8957774	8957774	chr4	5.94751790364394	0	0.001
85	85	ESD4_1150	ESD4_1150	1	9012741	9012741	chr4	6.07166578884871	0	0.001
86	86	ESD4_1264	ESD4_1264	1	9012853	9012853	chr4	6.88329561638903	0	0
87	87	ESD4_1754	ESD4_1754	1	9013343	9013343	chr4	6.92698786891761	0	0
88	88	ESD4_1925	ESD4_1925	1	9013514	9013514	chr4	6.9439693605406	0	0
89	89	ESD4_4722	ESD4_4722	1	9015942	9015942	chr4	7.06605708344907	0	0
90	90	MN4_9121213	MN4_9121213	1	9121214	9121214	chr4	7.10298479540213	0	0
91	91	MASC03269	MASC03269	1	9165318	9165318	chr4	7.37991491168367	0	0
92	92	MN4_9176420	MN4_9176420	1	9176421	9176421	chr4	7.44590111778152	0	0
93	93	PHYD_4813	PHYD_4813	1	9195560	9195560	chr4	7.4611220243493	0	0
94	94	PHYD_3586	PHYD_3586	1	9196730	9196730	chr4	7.38817668155298	0	0
95	95	PHYD_3094	PHYD_3094	1	9197222	9197222	chr4	7.93607856919217	0	0
96	96	PHYD_2806	PHYD_2806	1	9197510	9197510	chr4	7.9389964414037	0	0
97	97	PHYD_2290	PHYD_2290	1	9198026	9198026	chr4	7.0953113210255	0	0
98	98	PHYD_1815	PHYD_1815	1	9198501	9198501	chr4	8.62631990279387	0	0
99	99	PHYD_930	PHYD_930	1	9199386	9199386	chr4	8.54092338901845	0	0
100	100	MN4_9213312	MN4_9213312	1	9213313	9213313	chr4	7.14627184683249	0	0
101	101	MN4_9226751	MN4_9226751	1	9226752	9226752	chr4	7.37422959541666	0	0
102	102	MN4_9276346	MN4_9276346	1	9276347	9276347	chr4	7.13233346406466	0	0
103	103	MASC00901	MASC00901	1	9307161	9307161	chr4	6.81238392969072	0	0
104	104	NMSNP4_9315210	NMSNP4_9315210	1	NA	NA	chr4	7.18482454140226	0	0
105	105	MN4_9364998	MN4_9364998	1	9364999	9364999	chr4	7.73248735232359	0	0
106	106	NMSNP4_9377790	NMSNP4_9377790	1	NA	NA	chr4	7.99583224886379	0	0
107	107	NMSNP4_9630930	NMSNP4_9630930	1	NA	NA	chr4	8.01317204162619	0	0
108	108	MASC03263	MASC03263	1	9753866	9753866	chr4	8.09884899760109	0	0
109	109	MN4_9952405	MN4_9952405	1	9952404	9952404	chr4	8.11539738928287	0	0
110	110	MASC07426	MASC07426	1	10012693	10012693	chr4	7.93621782789044	0	0
111	111	PHYE_4688	PHYE_4688	1	10042029	10042029	chr4	7.7207934279321	0	0
112	112	PHYE_2771	PHYE_2771	1	10043945	10043945	chr4	7.75038620208391	0	0
113	113	PHYE_1561	PHYE_1561	1	10045155	10045155	chr4	7.9256805435921	0	0
114	114	MASC02468	MASC02468	1	10143200	10143200	chr4	8.04349342297498	0	0
115	115	NMSNP4_10276307	NMSNP4_10276307	1	NA	NA	chr4	7.79914835181052	0	0
116	116	MASC01526	MASC01526	1	10302892	10302892	chr4	8.40631653161837	0	0
117	117	MN4_10482087	MN4_10482087	1	10482089	10482089	chr4	8.52159567636806	0	0
118	118	MASC02548	MASC02548	1	10613956	10613956	chr4	8.72574871339628	0	0
119	119	MN4_10659155	MN4_10659155	1	10659156	10659156	chr4	9.02445402534524	0	0
120	120	NMSNP4_10777270	NMSNP4_10777270	1	NA	NA	chr4	9.34038950702256	0	0
121	121	NMSNP4_10977574	NMSNP4_10977574	1	NA	NA	chr4	9.11599641507243	0	0
122	122	TSF_2439	TSF_2439	1	11001783	11001783	chr4	8.84754712031177	0	0
123	123	TSF_606	TSF_606	1	11003571	11003571	chr4	9.18970716739686	0	0
124	124	MASC01686	MASC01686	1	11268012	11268012	chr4	8.90778292437947	0	0
125	125	NMSNP4_11326190	NMSNP4_11326190	1	NA	NA	chr4	8.6162716459495	0	0
126	126	MASC07397	MASC07397	1	11470277	11470277	chr4	8.46220038818266	0	0
127	127	MN4_11488359	MN4_11488359	1	11488359	11488359	chr4	7.46455663135185	0	0
128	128	MASC02503	MASC02503	1	11577782	11577782	chr4	6.96885168833576	0	0
129	129	MN4_11579839	MN4_11579839	1	11579840	11579840	chr4	6.96409222419743	0	0
130	130	MN4_11580143	MN4_11580143	1	11580144	11580144	chr4	6.48452590059916	0	0
131	131	MASC04642	MASC04642	1	11786413	11786413	chr4	5.78131627529228	0	0.001
132	132	MASC04141	MASC04141	1	11822749	11822749	chr4	5.85453018818903	0	0.001
133	133	MN4_11878394	MN4_11878394	1	11878395	11878395	chr4	5.67948218274972	0	0.001
134	134	MN4_11984772	MN4_11984772	1	11984773	11984773	chr4	5.81051094764957	0	0.001
135	135	NMSNP4_12076756	NMSNP4_12076756	1	NA	NA	chr4	5.72573346033356	0	0.001
136	136	MN4_12195812	MN4_12195812	1	12195814	12195814	chr4	5.27586111069535	0	0.003
137	137	MASC03508	MASC03508	1	12244450	12244450	chr4	5.21147489104339	0	0.003
138	138	MN4_12326350	MN4_12326350	1	12326351	12326351	chr4	5.50619869419473	0	0.003
139	139	SLY1_586	SLY1_586	1	12563022	12563022	chr4	4.90700970229497	0	0.005
140	140	SLY1_1984	SLY1_1984	1	12564413	12564413	chr4	4.70732105224693	0	0.005
141	141	SLY1_2145	SLY1_2145	1	12564574	12564574	chr4	5.16002817864301	0	0.003
142	142	MN4_12654226	MN4_12654226	1	12654227	12654227	chr4	5.2138708408893	0	0.003
143	143	AGL24_4208	AGL24_4208	1	12670690	12670690	chr4	5.57438235093558	0	0.002
144	144	AGL24_3913	AGL24_3913	1	12670977	12670977	chr4	5.59551609278934	0	0.002
145	145	AGL24_3653	AGL24_3653	1	12671234	12671234	chr4	5.59550304642597	0	0.002
146	146	AGL24_3515	AGL24_3515	1	12671372	12671372	chr4	5.59563937893053	0	0.002
147	147	AGL24_3240	AGL24_3240	1	12671647	12671647	chr4	5.60594520802529	0	0.002
148	148	AGL24_2913	AGL24_2913	1	12671974	12671974	chr4	5.49970956054997	0	0.003
149	149	AGL24_848	AGL24_848	1	12674029	12674029	chr4	5.49237391128751	0	0.003
